FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2022-08-12,1.4529,2.6992,,,1,2.64,开放申购,开放赎回,,,,
2022-08-11,1.4155,2.6618,,,1,0.93,开放申购,开放赎回,,,,
2022-08-10,1.4025,2.6488,,,1,-1.41,开放申购,开放赎回,,,,
2022-08-09,1.4225,2.6688,,,1,3.08,开放申购,开放赎回,,,,
2022-08-08,1.3800,2.6263,,,1,2.69,开放申购,开放赎回,,,,
2022-08-05,1.3439,2.5902,,,1,-0.94,开放申购,开放赎回,,,,
2022-08-04,1.3566,2.6029,,,1,-0.88,开放申购,开放赎回,,,,
2022-08-03,1.3687,2.6150,,,1,-1.28,开放申购,开放赎回,,,,
2022-08-02,1.3865,2.6328,,,1,-2.26,开放申购,开放赎回,,,,
2022-08-01,1.4185,2.6648,,,1,1.36,开放申购,开放赎回,,,,
2022-07-29,1.3994,2.6457,,,1,-2.82,开放申购,开放赎回,,,,
2022-07-28,1.4400,2.6863,,,1,1.25,开放申购,开放赎回,,,,
2022-07-27,1.4222,2.6685,,,1,0.27,开放申购,开放赎回,,,,
2022-07-26,1.4183,2.6646,,,1,2.49,开放申购,开放赎回,,,,
2022-07-25,1.3838,2.6301,,,1,0.66,开放申购,开放赎回,,,,
2022-07-22,1.3747,2.6210,,,1,-0.63,开放申购,开放赎回,,,,
2022-07-21,1.3834,2.6297,,,1,-3.70,开放申购,开放赎回,,,,
2022-07-20,1.4365,2.6828,,,1,-0.54,开放申购,开放赎回,,,,
2022-07-19,1.4443,2.6906,,,1,-0.07,开放申购,开放赎回,,,,
2022-07-18,1.4453,2.6916,,,1,3.90,开放申购,开放赎回,,,,
2022-07-15,1.3911,2.6374,,,1,-2.00,开放申购,开放赎回,,,,
2022-07-14,1.4195,2.6658,,,1,-0.59,开放申购,开放赎回,,,,
2022-07-13,1.4279,2.6742,,,1,-0.31,开放申购,开放赎回,,,,
2022-07-12,1.4324,2.6787,,,1,0.70,开放申购,开放赎回,,,,
2022-07-11,1.4224,2.6687,,,1,-1.87,开放申购,开放赎回,,,,
2022-07-08,1.4495,2.6958,,,1,-0.97,开放申购,开放赎回,,,,
2022-07-07,1.4637,2.7100,,,1,0.70,开放申购,开放赎回,,,,
2022-07-06,1.4535,2.6998,,,1,-5.60,开放申购,开放赎回,,,,
2022-07-05,1.5397,2.7860,,,1,2.27,开放申购,开放赎回,,,,
2022-07-04,1.5055,2.7518,,,1,-0.76,开放申购,开放赎回,,,,
2022-07-01,1.5170,2.7633,,,1,0.56,开放申购,开放赎回,,,,
2022-06-30,1.5086,2.7549,,,1,0.13,开放申购,开放赎回,,,,
2022-06-29,1.5066,2.7529,,,1,2.10,开放申购,开放赎回,,,,
2022-06-28,1.4756,2.7219,,,1,1.25,开放申购,开放赎回,,,,
2022-06-27,1.4574,2.7037,,,1,3.69,开放申购,开放赎回,,,,
2022-06-24,1.4056,2.6519,,,1,-1.29,开放申购,开放赎回,,,,
2022-06-23,1.4239,2.6702,,,1,2.35,开放申购,开放赎回,,,,
2022-06-22,1.3912,2.6375,,,1,-1.88,开放申购,开放赎回,,,,
2022-06-21,1.4178,2.6641,,,1,0.59,开放申购,开放赎回,,,,
2022-06-20,1.4095,2.6558,,,1,-4.13,开放申购,开放赎回,,,,
2022-06-17,1.4702,2.7165,,,1,-0.09,开放申购,开放赎回,,,,
2022-06-16,1.4715,2.7178,,,1,-3.60,开放申购,开放赎回,,,,
2022-06-15,1.5265,2.7728,,,1,-0.70,开放申购,开放赎回,,,,
2022-06-14,1.5372,2.7835,,,1,2.26,开放申购,开放赎回,,,,
2022-06-13,1.5032,2.7495,,,1,-2.00,开放申购,开放赎回,,,,
2022-06-10,1.5339,2.7802,,,1,0.81,开放申购,开放赎回,,,,
2022-06-09,1.5215,2.7678,,,1,0.51,开放申购,开放赎回,,,,
2022-06-08,1.5138,2.7601,,,1,3.86,开放申购,开放赎回,,,,
2022-06-07,1.4575,2.7038,,,1,0.99,开放申购,开放赎回,,,,
2022-06-06,1.4432,2.6895,,,1,2.48,开放申购,开放赎回,,,,
2022-06-02,1.4083,2.6546,,,1,-3.18,开放申购,开放赎回,,,,
2022-06-01,1.4546,2.7009,,,1,2.09,开放申购,开放赎回,,,,
2022-05-31,1.4248,2.6711,,,1,-0.55,开放申购,开放赎回,,,,
2022-05-30,1.4327,2.6790,,,1,-1.01,开放申购,开放赎回,,,,
2022-05-27,1.4473,2.6936,,,1,0.33,开放申购,开放赎回,,,,
2022-05-26,1.4425,2.6888,,,1,3.44,开放申购,开放赎回,,,,
2022-05-25,1.3945,2.6408,,,1,1.87,开放申购,开放赎回,,,,
2022-05-24,1.3689,2.6152,,,1,-1.04,开放申购,开放赎回,,,,
2022-05-23,1.3833,2.6296,,,1,-0.33,开放申购,开放赎回,,,,
2022-05-20,1.3879,2.6342,,,1,3.64,开放申购,开放赎回,,,,
2022-05-19,1.3391,2.5854,,,1,1.03,开放申购,开放赎回,,,,
2022-05-18,1.3254,2.5717,,,1,-1.95,开放申购,开放赎回,,,,
2022-05-17,1.3517,2.5980,,,1,0.99,开放申购,开放赎回,,,,
2022-05-16,1.3384,2.5847,,,1,3.17,开放申购,开放赎回,,,,
2022-05-13,1.2973,2.5436,,,1,3.63,开放申购,开放赎回,,,,
2022-05-12,1.2519,2.4982,,,1,-2.58,开放申购,开放赎回,,,,
2022-05-11,1.2851,2.5314,,,1,1.95,开放申购,开放赎回,,,,
2022-05-10,1.2605,2.5068,,,1,-2.69,开放申购,开放赎回,,,,
2022-05-09,1.2954,2.5417,,,1,-1.30,开放申购,开放赎回,,,,
2022-05-06,1.3124,2.5587,,,1,-2.02,开放申购,开放赎回,,,,
2022-05-05,1.3395,2.5858,,,1,-1.41,开放申购,开放赎回,,,,
2022-04-29,1.3587,2.6050,,,1,1.12,限制大额申购,开放赎回,,,,
2022-04-28,1.3437,2.5900,,,1,5.84,限制大额申购,开放赎回,,,,
2022-04-27,1.2696,2.5159,,,1,3.20,限制大额申购,开放赎回,,,,
2022-04-26,1.2302,2.4765,,,1,-3.19,限制大额申购,开放赎回,,,,
2022-04-25,1.2707,2.5170,,,1,-6.04,限制大额申购,开放赎回,,,,
2022-04-22,1.3524,2.5987,,,1,1.27,限制大额申购,开放赎回,,,,
2022-04-21,1.3354,2.5817,,,1,-1.56,限制大额申购,开放赎回,,,,
2022-04-20,1.3565,2.6028,,,1,-5.44,限制大额申购,开放赎回,,,,
2022-04-19,1.4345,2.6808,,,1,1.59,限制大额申购,开放赎回,,,,
2022-04-18,1.4121,2.6584,,,1,-2.42,限制大额申购,开放赎回,,,,
2022-04-15,1.4471,2.6934,,,1,-1.14,限制大额申购,开放赎回,,,,
2022-04-14,1.4638,2.7101,,,1,4.83,限制大额申购,开放赎回,,,,
2022-04-13,1.3963,2.6426,,,1,3.71,限制大额申购,开放赎回,,,,
2022-04-12,1.3464,2.5927,,,1,-0.91,限制大额申购,开放赎回,,,,
2022-04-11,1.3588,2.6051,,,1,-2.44,限制大额申购,开放赎回,,,,
2022-04-08,1.3928,2.6391,,,1,1.63,限制大额申购,开放赎回,,,,
2022-04-07,1.3705,2.6168,,,1,-0.44,限制大额申购,开放赎回,,,,
2022-04-06,1.3766,2.6229,,,1,-0.43,限制大额申购,开放赎回,,,,
2022-04-01,1.3825,2.6288,,,1,1.09,限制大额申购,开放赎回,,,,
2022-03-31,1.3676,2.6139,,,1,2.13,限制大额申购,开放赎回,,,,
2022-03-30,1.3391,2.5854,,,1,0.23,限制大额申购,开放赎回,,,,
2022-03-29,1.3360,2.5823,,,1,0.94,限制大额申购,开放赎回,,,,
2022-03-28,1.3235,2.5698,,,1,2.08,限制大额申购,开放赎回,,,,
2022-03-25,1.2965,2.5428,,,1,-0.90,限制大额申购,开放赎回,,,,
2022-03-24,1.3083,2.5546,,,1,0.51,限制大额申购,开放赎回,,,,
2022-03-23,1.3016,2.5479,,,1,0.31,限制大额申购,开放赎回,,,,
2022-03-22,1.2976,2.5439,,,1,3.73,限制大额申购,开放赎回,,,,
2022-03-21,1.2510,2.4973,,,1,1.13,限制大额申购,开放赎回,,,,
2022-03-18,1.2370,2.4833,,,1,6.26,限制大额申购,开放赎回,,,,
2022-03-17,1.1641,2.4104,,,1,3.48,限制大额申购,开放赎回,,,,
2022-03-16,1.1249,2.3712,,,1,2.11,限制大额申购,开放赎回,,,,
2022-03-15,1.1017,2.3480,,,1,-8.61,限制大额申购,开放赎回,,,,
2022-03-14,1.2055,2.4518,,,1,-2.86,限制大额申购,开放赎回,,,,
2022-03-11,1.2410,2.4873,,,1,0.17,限制大额申购,开放赎回,,,,
2022-03-10,1.2389,2.4852,,,1,0.31,限制大额申购,开放赎回,,,,
2022-03-09,1.2351,2.4814,,,1,-0.35,限制大额申购,开放赎回,,,,
2022-03-08,1.2394,2.4857,,,1,-4.32,限制大额申购,开放赎回,,,,
2022-03-07,1.2953,2.5416,,,1,0.52,限制大额申购,开放赎回,,,,
2022-03-04,1.2886,2.5349,,,1,0.41,限制大额申购,开放赎回,,,,
2022-03-03,1.2833,2.5296,,,1,2.63,限制大额申购,开放赎回,,,,
2022-03-02,1.2504,2.4967,,,1,1.73,限制大额申购,开放赎回,,,,
2022-03-01,1.2291,2.4754,,,1,2.52,限制大额申购,开放赎回,,,,
2022-02-28,1.1989,2.4452,,,1,1.10,限制大额申购,开放赎回,,,,
2022-02-25,1.1858,2.4321,,,1,-2.43,限制大额申购,开放赎回,,,,
2022-02-24,1.2153,2.4616,,,1,-1.00,开放申购,开放赎回,,,,
2022-02-23,1.2276,2.4739,,,1,-2.45,开放申购,开放赎回,,,,
2022-02-22,1.2584,2.5047,,,1,0.13,开放申购,开放赎回,,,,
2022-02-21,1.2568,2.5031,,,1,2.31,开放申购,开放赎回,,,,
2022-02-18,1.2284,2.4747,,,1,5.06,开放申购,开放赎回,,,,
2022-02-17,1.1692,2.4155,,,1,-0.76,开放申购,开放赎回,,,,
2022-02-16,1.1781,2.4244,,,1,1.46,开放申购,开放赎回,,,,
2022-02-15,1.1612,2.4075,,,1,-1.83,开放申购,开放赎回,,,,
2022-02-14,1.1829,2.4292,,,1,-2.66,开放申购,开放赎回,,,,
2022-02-11,1.2152,2.4615,,,1,2.19,开放申购,开放赎回,,,,
2022-02-10,1.1892,2.4355,,,1,2.27,开放申购,开放赎回,,,,
2022-02-09,1.1628,2.4091,,,1,-0.27,开放申购,开放赎回,,,,
2022-02-08,1.1659,2.4122,,,1,2.61,开放申购,开放赎回,,,,
2022-02-07,1.1362,2.3825,,,1,2.69,开放申购,开放赎回,,,,
2022-01-28,1.1064,2.3527,,,1,-2.64,开放申购,开放赎回,,,,
2022-01-27,1.1364,2.3827,,,1,-0.19,开放申购,开放赎回,,,,
2022-01-26,1.1386,2.3849,,,1,-0.39,开放申购,开放赎回,,,,
2022-01-25,1.1431,2.3894,,,1,-3.32,开放申购,开放赎回,,,,
2022-01-24,1.1824,2.4287,,,1,0.56,开放申购,开放赎回,,,,
2022-01-21,1.1758,2.4221,,,1,0.31,开放申购,开放赎回,,,,
2022-01-20,1.1722,2.4185,,,1,0.79,开放申购,开放赎回,,,,
2022-01-19,1.1630,2.4093,,,1,1.04,开放申购,开放赎回,,,,
2022-01-18,1.1510,2.3973,,,1,4.30,开放申购,开放赎回,,,,
2022-01-17,1.1036,2.3499,,,1,1.84,开放申购,开放赎回,,,,
2022-01-14,1.0837,2.3300,,,1,-3.38,开放申购,开放赎回,,,,
2022-01-13,1.1216,2.3679,,,1,-0.54,开放申购,开放赎回,,,,
2022-01-12,1.1277,2.3740,,,1,-0.61,开放申购,开放赎回,,,,
2022-01-11,1.1346,2.3809,,,1,-0.27,开放申购,开放赎回,,,,
2022-01-10,1.1377,2.3840,,,1,2.06,限制大额申购,开放赎回,,,,
2022-01-07,1.1147,2.3610,,,1,2.50,限制大额申购,开放赎回,,,,
2022-01-06,1.0875,2.3338,,,1,-0.79,限制大额申购,开放赎回,,,,
2022-01-05,1.0962,2.3425,,,1,0.58,限制大额申购,开放赎回,,,,
2022-01-04,1.0899,2.3362,,,1,1.70,限制大额申购,开放赎回,,,,
2021-12-31,1.0717,2.3180,,,1,2.13,限制大额申购,开放赎回,,,,
2021-12-30,1.0494,2.2957,,,1,-0.62,开放申购,开放赎回,,,,
2021-12-29,1.0559,2.3022,,,1,-0.94,开放申购,开放赎回,,,,
2021-12-28,1.0659,2.3122,,,1,-0.93,开放申购,开放赎回,,,,
2021-12-27,1.0759,2.3222,,,1,1.51,开放申购,开放赎回,,,,
2021-12-24,1.0599,2.3062,,,1,-0.59,开放申购,开放赎回,,,,
2021-12-23,1.0662,2.3125,,,1,0.23,开放申购,开放赎回,,,,
2021-12-22,1.0638,2.3101,,,1,-0.67,开放申购,开放赎回,,,,
2021-12-21,1.0710,2.3173,,,1,3.76,开放申购,开放赎回,,,,
2021-12-20,1.0322,2.2785,,,1,-0.89,开放申购,开放赎回,,,,
2021-12-17,1.0415,2.2878,,,1,-1.05,开放申购,开放赎回,,,,
2021-12-16,1.0525,2.2988,,,1,2.96,开放申购,开放赎回,,,,
2021-12-15,1.0222,2.2685,,,1,0.67,开放申购,开放赎回,,,,
2021-12-14,1.0154,2.2617,,,1,-2.44,开放申购,开放赎回,,,,
2021-12-13,1.0408,2.2871,,,1,-0.90,开放申购,开放赎回,,,,
2021-12-10,1.0502,2.2965,,,1,-1.71,开放申购,开放赎回,,,,
2021-12-09,1.0685,2.3148,,,1,1.08,开放申购,开放赎回,,,,
2021-12-08,1.0571,2.3034,,,1,-0.54,开放申购,开放赎回,,,,
2021-12-07,1.0628,2.3091,,,1,2.34,开放申购,开放赎回,,,,
2021-12-06,1.0385,2.2848,,,1,0.38,开放申购,开放赎回,,,,
2021-12-03,1.0346,2.2809,,,1,3.34,开放申购,开放赎回,,,,
2021-12-02,1.0012,2.2475,,,1,1.32,开放申购,开放赎回,,,,
2021-12-01,0.9882,2.2345,,,1,2.33,开放申购,开放赎回,,,,
2021-11-30,0.9657,2.2120,,,1,-0.81,开放申购,开放赎回,,,,
2021-11-29,0.9736,2.2199,,,1,-1.13,开放申购,开放赎回,,,,
2021-11-26,0.9847,2.2310,,,1,-1.62,开放申购,开放赎回,,,,
2021-11-25,1.0009,2.2472,,,1,-0.95,开放申购,开放赎回,,,,
2021-11-24,1.0105,2.2568,,,1,1.64,开放申购,开放赎回,,,,
2021-11-23,0.9942,2.2405,,,1,0.99,开放申购,开放赎回,,,,
2021-11-22,0.9845,2.2308,,,1,-2.64,开放申购,开放赎回,,,,
2021-11-19,1.0112,2.2575,,,1,3.47,开放申购,开放赎回,,,,
2021-11-18,0.9773,2.2236,,,1,-1.61,开放申购,开放赎回,,,,
2021-11-17,0.9933,2.2396,,,1,0.28,开放申购,开放赎回,,,,
2021-11-16,0.9905,2.2368,,,1,-1.04,开放申购,开放赎回,,,,
2021-11-15,1.0009,2.2472,,,1,-1.09,开放申购,开放赎回,,,,
2021-11-12,1.0119,2.2582,,,1,-1.59,开放申购,开放赎回,,,,
2021-11-11,1.0282,2.2745,,,1,6.22,开放申购,开放赎回,,,,
2021-11-10,0.9680,2.2143,,,1,2.51,开放申购,开放赎回,,,,
2021-11-09,0.9443,2.1906,,,1,-0.81,开放申购,开放赎回,,,,
2021-11-08,0.9520,2.1983,,,1,0.78,开放申购,开放赎回,,,,
2021-11-05,0.9446,2.1909,,,1,-2.99,开放申购,开放赎回,,,,
2021-11-04,0.9737,2.2200,,,1,-1.49,开放申购,开放赎回,,,,
2021-11-03,0.9884,2.2347,,,1,3.18,开放申购,开放赎回,,,,
2021-11-02,0.9579,2.2042,,,1,-2.77,开放申购,开放赎回,,,,
2021-11-01,0.9852,2.2315,,,1,-1.51,开放申购,开放赎回,,,,
2021-10-29,1.0003,2.2466,,,1,-2.12,开放申购,开放赎回,,,,
2021-10-28,1.0220,2.2683,,,1,-3.86,开放申购,开放赎回,,,,
2021-10-27,1.0630,2.3093,,,1,-2.02,开放申购,开放赎回,,,,
2021-10-26,1.0849,2.3312,,,1,-1.57,开放申购,开放赎回,,,,
2021-10-25,1.1022,2.3485,,,1,-1.08,开放申购,开放赎回,,,,
2021-10-22,1.1142,2.3605,,,1,0.24,开放申购,开放赎回,,,,
2021-10-21,1.1115,2.3578,,,1,3.68,开放申购,开放赎回,,,,
2021-10-20,1.0720,2.3183,,,1,-3.77,开放申购,开放赎回,,,,
2021-10-19,1.1140,2.3603,,,1,-0.93,开放申购,开放赎回,,,,
2021-10-18,1.1245,2.3708,,,1,0.54,开放申购,开放赎回,,,,
2021-10-15,1.1185,2.3648,,,1,1.72,开放申购,开放赎回,,,,
2021-10-14,1.0996,2.3459,,,1,-2.13,开放申购,开放赎回,,,,
2021-10-13,1.1235,2.3698,,,1,-2.31,开放申购,开放赎回,,,,
2021-10-12,1.1501,2.3964,,,1,0.39,开放申购,开放赎回,,,,
2021-10-11,1.1456,2.3919,,,1,1.83,开放申购,开放赎回,,,,
2021-10-08,1.1250,2.3713,,,1,-2.76,开放申购,开放赎回,,,,
2021-09-30,1.1569,2.4032,,,1,2.48,开放申购,开放赎回,,,,
2021-09-29,1.1289,2.3752,,,1,-0.27,开放申购,开放赎回,,,,
2021-09-28,1.1319,2.3782,,,1,5.45,开放申购,开放赎回,,,,
2021-09-27,1.0734,2.3197,,,1,-3.24,开放申购,开放赎回,,,,
2021-09-24,1.1093,2.3556,,,1,-1.46,开放申购,开放赎回,,,,
2021-09-23,1.1257,2.3720,,,1,1.53,开放申购,开放赎回,,,,
2021-09-22,1.1087,2.3550,,,1,4.67,开放申购,开放赎回,,,,
2021-09-17,1.0592,2.3055,,,1,0.04,开放申购,开放赎回,,,,
2021-09-16,1.0588,2.3051,,,1,-2.63,开放申购,开放赎回,,,,
2021-09-15,1.0874,2.3337,,,1,-2.25,开放申购,开放赎回,,,,
2021-09-14,1.1124,2.3587,,,1,-3.60,开放申购,开放赎回,,,,
2021-09-13,1.1540,2.4003,,,1,2.24,开放申购,开放赎回,,,,
2021-09-10,1.1287,2.3750,,,1,0.52,开放申购,开放赎回,,,,
2021-09-09,1.1229,2.3692,,,1,0.34,开放申购,开放赎回,,,,
2021-09-08,1.1191,2.3654,,,1,0.61,开放申购,开放赎回,,,,
2021-09-07,1.1123,2.3586,,,1,1.39,开放申购,开放赎回,,,,
2021-09-06,1.0971,2.3434,,,1,0.27,开放申购,开放赎回,,,,
2021-09-03,1.0942,2.3405,,,1,-0.82,开放申购,开放赎回,,,,
2021-09-02,1.1032,2.3495,,,1,2.08,开放申购,开放赎回,,,,
2021-09-01,1.0807,2.3270,,,1,4.21,开放申购,开放赎回,,,,
2021-08-31,1.0370,2.2833,,,1,2.75,开放申购,开放赎回,,,,
2021-08-30,1.0092,2.2555,,,1,-1.56,开放申购,开放赎回,,,,
2021-08-27,1.0252,2.2715,,,1,-1.05,开放申购,开放赎回,,,,
2021-08-26,1.0361,2.2824,,,1,-1.30,开放申购,开放赎回,,,,
2021-08-25,1.0497,2.2960,,,1,-0.10,开放申购,开放赎回,,,,
2021-08-24,1.0508,2.2971,,,1,-0.08,开放申购,开放赎回,,,,
2021-08-23,1.0516,2.2979,,,1,0.30,开放申购,开放赎回,,,,
2021-08-20,1.0485,2.2948,,,1,0.35,开放申购,开放赎回,,,,
2021-08-19,1.0448,2.2911,,,1,-2.13,开放申购,开放赎回,,,,
2021-08-18,1.0675,2.3138,,,1,1.08,开放申购,开放赎回,,,,
2021-08-17,1.0561,2.3024,,,1,0.10,开放申购,开放赎回,,,,
2021-08-16,1.0550,2.3013,,,1,1.52,开放申购,开放赎回,,,,
2021-08-13,1.0392,2.2855,,,1,-0.32,开放申购,开放赎回,,,,
2021-08-12,1.0425,2.2888,,,1,-1.59,开放申购,开放赎回,,,,
2021-08-11,1.0593,2.3056,,,1,4.26,开放申购,开放赎回,,,,
2021-08-10,1.0160,2.2623,,,1,0.96,开放申购,开放赎回,,,,
2021-08-09,1.0063,2.2526,,,1,5.53,开放申购,开放赎回,,,,
2021-08-06,0.9536,2.1999,,,1,0.07,开放申购,开放赎回,,,,
2021-08-05,0.9529,2.1992,,,1,1.49,开放申购,开放赎回,,,,
2021-08-04,0.9389,2.1852,,,1,-0.87,开放申购,开放赎回,,,,
2021-08-03,0.9471,2.1934,,,1,-0.45,开放申购,开放赎回,,,,
2021-08-02,0.9514,2.1977,,,1,1.84,开放申购,开放赎回,,,,
2021-07-30,0.9342,2.1805,,,1,-0.14,开放申购,开放赎回,,,,
2021-07-29,0.9355,2.1818,,,1,-0.27,开放申购,开放赎回,,,,
2021-07-28,0.9380,2.1843,,,1,-0.27,开放申购,开放赎回,,,,
2021-07-27,0.9405,2.1868,,,1,-3.90,开放申购,开放赎回,,,,
2021-07-26,0.9787,2.2250,,,1,-4.96,开放申购,开放赎回,,,,
2021-07-23,1.0298,2.2761,,,1,-2.01,开放申购,开放赎回,,,,
2021-07-22,1.0509,2.2972,,,1,1.44,开放申购,开放赎回,,,,
2021-07-21,1.0360,2.2823,,,1,-1.38,开放申购,开放赎回,,,,
2021-07-20,1.0505,2.2968,,,1,-0.82,开放申购,开放赎回,,,,
2021-07-19,1.0592,2.3055,,,1,-1.54,开放申购,开放赎回,,,,
2021-07-16,1.0758,2.3221,,,1,-0.54,开放申购,开放赎回,,,,
2021-07-15,1.0816,2.3279,,,1,0.74,开放申购,开放赎回,,,,
2021-07-14,1.0737,2.3200,,,1,-1.81,开放申购,开放赎回,,,,
2021-07-13,1.0935,2.3398,,,1,0.60,开放申购,开放赎回,,,,
2021-07-12,1.0870,2.3333,,,1,-0.82,开放申购,开放赎回,,,,
2021-07-09,1.0960,2.3423,,,1,-0.15,开放申购,开放赎回,,,,
2021-07-08,1.0976,2.3439,,,1,-1.06,开放申购,开放赎回,,,,
2021-07-07,1.1094,2.3557,,,1,-1.13,开放申购,开放赎回,,,,
2021-07-06,1.1221,2.3684,,,1,2.32,开放申购,开放赎回,,,,
2021-07-05,1.0967,2.3430,,,1,-0.72,开放申购,开放赎回,,,,
2021-07-02,1.1047,2.3510,,,1,-1.87,开放申购,开放赎回,,,,
2021-07-01,1.1258,2.3721,,,1,2.27,开放申购,开放赎回,,,,
2021-06-30,1.1008,2.3471,,,1,-0.01,开放申购,开放赎回,,,,
2021-06-29,1.1009,2.3472,,,1,-0.43,开放申购,开放赎回,,,,
2021-06-28,1.1057,2.3520,,,1,-0.60,开放申购,开放赎回,,,,
2021-06-25,1.1124,2.3587,,,1,0.75,开放申购,开放赎回,,,,
2021-06-24,1.1041,2.3504,,,1,-0.11,开放申购,开放赎回,,,,
2021-06-23,1.1053,2.3516,,,1,0.66,开放申购,开放赎回,,,,
2021-06-22,1.0980,2.3443,,,1,0.09,开放申购,开放赎回,,,,
2021-06-21,1.0970,2.3433,,,1,-1.47,开放申购,开放赎回,,,,
2021-06-18,1.1134,2.3597,,,1,-0.74,开放申购,开放赎回,,,,
2021-06-17,1.1217,2.3680,,,1,0.11,开放申购,开放赎回,,,,
2021-06-16,1.1205,2.3668,,,1,0.39,开放申购,开放赎回,,,,
2021-06-15,1.1162,2.3625,,,1,-2.14,开放申购,开放赎回,,,,
2021-06-11,1.1406,2.3869,,,1,-0.14,开放申购,开放赎回,,,,
2021-06-10,1.1422,2.3885,,,1,-0.74,开放申购,开放赎回,,,,
2021-06-09,1.1507,2.3970,,,1,-0.60,开放申购,开放赎回,,,,
2021-06-08,1.1576,2.4039,,,1,0.03,开放申购,开放赎回,,,,
2021-06-07,1.1573,2.4036,,,1,-1.82,开放申购,开放赎回,,,,
2021-06-04,1.1788,2.4251,,,1,-0.09,开放申购,开放赎回,,,,
2021-06-03,1.1799,2.4262,,,1,-0.02,开放申购,开放赎回,,,,
2021-06-02,1.1801,2.4264,,,1,0.22,开放申购,开放赎回,,,,
2021-06-01,1.1775,2.4238,,,1,0.12,开放申购,开放赎回,,,,
2021-05-31,1.1761,2.4224,,,1,-0.93,开放申购,开放赎回,,,,
2021-05-28,1.1872,2.4335,,,1,-0.52,开放申购,开放赎回,,,,
2021-05-27,1.1934,2.4397,,,1,0.43,开放申购,开放赎回,,,,
2021-05-26,1.1883,2.4346,,,1,1.04,开放申购,开放赎回,,,,
2021-05-25,1.1761,2.4224,,,1,1.21,开放申购,开放赎回,,,,
2021-05-24,1.1620,2.4083,,,1,-0.87,开放申购,开放赎回,,,,
2021-05-21,1.1722,2.4185,,,1,-0.82,开放申购,开放赎回,,,,
2021-05-20,1.1819,2.4282,,,1,-0.06,开放申购,开放赎回,,,,
2021-05-19,1.1826,2.4289,,,1,-1.26,开放申购,开放赎回,,,,
2021-05-18,1.1977,2.4440,,,1,0.67,开放申购,开放赎回,,,,
2021-05-17,1.1897,2.4360,,,1,0.29,开放申购,开放赎回,,,,
2021-05-14,1.1863,2.4326,,,1,1.62,开放申购,开放赎回,,,,
2021-05-13,1.1674,2.4137,,,1,0.54,开放申购,开放赎回,,,,
2021-05-12,1.1611,2.4074,,,1,-0.61,开放申购,开放赎回,,,,
2021-05-11,1.1682,2.4145,,,1,0.36,开放申购,开放赎回,,,,
2021-05-10,1.1640,2.4103,,,1,-2.08,开放申购,开放赎回,,,,
2021-05-07,1.1887,2.4350,,,1,-0.27,开放申购,开放赎回,,,,
2021-05-06,1.1919,2.4382,,,1,-0.36,开放申购,开放赎回,,,,
2021-04-30,1.1962,2.4425,,,1,-2.06,开放申购,开放赎回,,,,
2021-04-29,1.2214,2.4677,,,1,1.59,开放申购,开放赎回,,,,
2021-04-28,1.2023,2.4486,,,1,1.06,开放申购,开放赎回,,,,
2021-04-27,1.1897,2.4360,,,1,0.05,开放申购,开放赎回,,,,
2021-04-26,1.1891,2.4354,,,1,-1.05,开放申购,开放赎回,,,,
2021-04-23,1.2017,2.4480,,,1,-0.72,开放申购,开放赎回,,,,
2021-04-22,1.2104,2.4567,,,1,0.13,开放申购,开放赎回,,,,
2021-04-21,1.2088,2.4551,,,1,-0.18,开放申购,开放赎回,,,,
2021-04-20,1.2110,2.4573,,,1,-0.19,开放申购,开放赎回,,,,
2021-04-19,1.2133,2.4596,,,1,1.06,开放申购,开放赎回,,,,
2021-04-16,1.2006,2.4469,,,1,1.27,开放申购,开放赎回,,,,
2021-04-15,1.1855,2.4318,,,1,0.21,开放申购,开放赎回,,,,
2021-04-14,1.1830,2.4293,,,1,1.16,开放申购,开放赎回,,,,
2021-04-13,1.1694,2.4157,,,1,-0.43,开放申购,开放赎回,,,,
2021-04-12,1.1744,2.4207,,,1,-0.32,开放申购,开放赎回,,,,
2021-04-09,1.1782,2.4245,,,1,-0.13,开放申购,开放赎回,,,,
2021-04-08,1.1797,2.4260,,,1,-1.09,开放申购,开放赎回,,,,
2021-04-07,1.1927,2.4390,,,1,1.07,开放申购,开放赎回,,,,
2021-04-06,1.1801,2.4264,,,1,-0.25,开放申购,开放赎回,,,,
2021-04-02,1.1831,2.4294,,,1,0.63,开放申购,开放赎回,,,,
2021-04-01,1.1757,2.4220,,,1,0.26,开放申购,开放赎回,,,,
2021-03-31,1.1727,2.4190,,,1,-1.09,开放申购,开放赎回,,,,
2021-03-30,1.1856,2.4319,,,1,0.63,开放申购,开放赎回,,,,
2021-03-29,1.1782,2.4245,,,1,0.03,开放申购,开放赎回,,,,
2021-03-26,1.1779,2.4242,,,1,0.42,开放申购,开放赎回,,,,
2021-03-25,1.1730,2.4193,,,1,-0.29,开放申购,开放赎回,,,,
2021-03-24,1.1764,2.4227,,,1,-2.04,开放申购,开放赎回,,,,
2021-03-23,1.2009,2.4472,,,1,-1.41,开放申购,开放赎回,,,,
2021-03-22,1.2181,2.4644,,,1,0.91,开放申购,开放赎回,,,,
