FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2021-03-19,1.2071,2.4534,,,1,-2.83,开放申购,开放赎回,,,,
2021-03-18,1.2423,2.4886,,,1,0.26,开放申购,开放赎回,,,,
2021-03-17,1.2391,2.4854,,,1,0.36,开放申购,开放赎回,,,,
2021-03-16,1.2346,2.4809,,,1,2.89,开放申购,开放赎回,,,,
2021-03-15,1.1999,2.4462,,,1,-0.37,开放申购,开放赎回,,,,
2021-03-12,1.2043,2.4506,,,1,0.85,开放申购,开放赎回,,,,
2021-03-11,1.1942,2.4405,,,1,1.28,开放申购,开放赎回,,,,
2021-03-10,1.1791,2.4254,,,1,-0.92,开放申购,开放赎回,,,,
2021-03-09,1.1900,2.4363,,,1,-1.64,开放申购,开放赎回,,,,
2021-03-08,1.2099,2.4562,,,1,-1.57,开放申购,开放赎回,,,,
2021-03-05,1.2292,2.4755,,,1,-1.97,开放申购,开放赎回,,,,
2021-03-04,1.2539,2.5002,,,1,-2.42,开放申购,开放赎回,,,,
2021-03-03,1.2850,2.5313,,,1,1.28,开放申购,开放赎回,,,,
2021-03-02,1.2687,2.5150,,,1,-1.11,开放申购,开放赎回,,,,
2021-03-01,1.2829,2.5292,,,1,1.34,开放申购,开放赎回,,,,
2021-02-26,1.2659,2.5122,,,1,-3.60,开放申购,开放赎回,,,,
2021-02-25,1.3132,2.5595,,,1,6.19,开放申购,开放赎回,,,,
2021-02-24,1.2366,2.4829,,,1,0.06,开放申购,开放赎回,,,,
2021-02-23,1.2359,2.4822,,,1,-1.58,开放申购,开放赎回,,,,
2021-02-22,1.2557,2.5020,,,1,1.30,开放申购,开放赎回,,,,
2021-02-19,1.2396,2.4859,,,1,1.88,开放申购,开放赎回,,,,
2021-02-18,1.2167,2.4630,,,1,2.74,开放申购,开放赎回,,,,
2021-02-10,1.1843,2.4306,,,1,0.03,开放申购,开放赎回,,,,
2021-02-09,1.1839,2.4302,,,1,-0.23,开放申购,开放赎回,,,,
2021-02-08,1.1866,2.4329,,,1,1.32,开放申购,开放赎回,,,,
2021-02-05,1.1711,2.4174,,,1,1.88,开放申购,开放赎回,,,,
2021-02-04,1.1495,2.3958,,,1,-0.89,开放申购,开放赎回,,,,
2021-02-03,1.1598,2.4061,,,1,0.15,开放申购,开放赎回,,,,
2021-02-02,1.1581,2.4044,,,1,0.96,开放申购,开放赎回,,,,
2021-02-01,1.1471,2.3934,,,1,1.37,开放申购,开放赎回,,,,
2021-01-29,1.1316,2.3779,,,1,-1.73,开放申购,开放赎回,,,,
2021-01-28,1.1515,2.3978,,,1,-2.02,开放申购,开放赎回,,,,
2021-01-27,1.1752,2.4215,,,1,-0.25,开放申购,开放赎回,,,,
2021-01-26,1.1781,2.4244,,,1,0.60,开放申购,开放赎回,,,,
2021-01-25,1.1711,2.4174,,,1,-0.58,开放申购,开放赎回,,,,
2021-01-22,1.1779,2.4242,,,1,-1.69,开放申购,开放赎回,,,,
2021-01-21,1.1982,2.4445,,,1,-0.37,开放申购,开放赎回,,,,
2021-01-20,1.2026,2.4489,,,1,-1.03,开放申购,开放赎回,,,,
2021-01-19,1.2151,2.4614,,,1,2.09,开放申购,开放赎回,,,,
2021-01-18,1.1902,2.4365,,,1,2.36,开放申购,开放赎回,,,,
2021-01-15,1.1628,2.4091,,,1,0.28,开放申购,开放赎回,,,,
2021-01-14,1.1595,2.4058,,,1,-0.30,开放申购,开放赎回,,,,
2021-01-13,1.1630,2.4093,,,1,0.19,开放申购,开放赎回,,,,
2021-01-12,1.1608,2.4071,,,1,0.91,开放申购,开放赎回,,,,
2021-01-11,1.1503,2.3966,,,1,-0.35,开放申购,开放赎回,,,,
